track_name,track_artist,valence,energy,danceability,tempo,acousticness,speechiness
Water Fountain,Alec Benjamin,0.551,0.504,0.723,133.975,0.388,0.0392
Perfect,Brooke Alexx,0.56,0.557,0.859,121.977,0.289,0.053
Nervous,Evan Blum,0.597,0.716,0.802,114.003,0.208,0.0479
Problems,A R I Z O N A,0.134,0.658,0.72,98.001,0.0329,0.0446
King of the Doves,Mating Ritual,0.694,0.578,0.876,119.991,0.00744,0.0477
Walking (feat. Swae Lee & Major Lazer),88rising,0.334,0.663,0.701,100.001,0.0123,0.202
BATSHiT,Girl Wilde,0.831,0.803,0.58,171.086,0.0251,0.13
Waste My Youth,GALXARA,0.604,0.708,0.411,140.887,0.105,0.108
Afterlife,Hailee Steinfeld,0.343,0.61,0.673,122.063,0.00662,0.0356
Not Going Out Tonight,Jack Newsome,0.672,0.549,0.804,143.975,0.109,0.0743
American Spirit,Meg & Dia,0.504,0.544,0.77,111.97,0.204,0.0375
Peachy Keen,L Devine,0.489,0.439,0.806,131.056,0.0625,0.068
Superlove (feat. Oh Wonder),Whethan,0.64,0.491,0.578,98.273,0.203,0.21
Bachelorette,Ashe,0.36,0.475,0.606,87.987,0.327,0.0305
Playground,More Giraffes,0.798,0.551,0.721,80.004,0.131,0.216
Flares,The Script,0.0658,0.351,0.292,164.252,0.408,0.0351
Hungover You,Hazey Eyes,0.368,0.581,0.574,111.901,0.147,0.132
Picture (In My Brain),Trynket,0.368,0.618,0.594,149.978,0.645,0.0664
Never Gonna Get Away,Refs,0.672,0.71,0.713,156.01,0.0154,0.0342
Losers,Frawley,0.674,0.68,0.672,170.003,0.138,0.173
Middle Name,Thomston,0.312,0.743,0.545,118.03,0.00626,0.057
Wait,IRIS,0.342,0.609,0.64,86.087,0.633,0.0675
Out of Place,Brooke Sierra,0.398,0.545,0.717,95.043,0.489,0.113
Love Me Too,Joseph Tilley,0.779,0.443,0.871,127.974,0.687,0.25
Mad Man,Jena Rose,0.567,0.778,0.782,109.943,0.294,0.0554
Lemontree,Julian Daniel,0.331,0.827,0.794,111.972,0.0878,0.117
365,Ben Zaidi,0.667,0.509,0.758,141.024,0.277,0.0371
Joyride,SONIA,0.397,0.677,0.738,167.995,0.54,0.105
FOR YOUR EYES ONLY,Cashmere Cat,0.154,0.427,0.435,84.639,0.896,0.0346
Thought We Were in Love,CALI JEWLS,0.223,0.631,0.561,195.952,0.145,0.0713
Anywhere u go,Tove Lo,0.34,0.721,0.598,175.981,0.7,0.0652
Home To You,Sigrid,0.288,0.146,0.619,139.533,0.808,0.0382
The Way I Loved You (RAC Mix),REYNA,0.546,0.827,0.7,113.981,0.464,0.0414
colorblind,Mokita,0.186,0.772,0.661,146.002,0.125,0.0362
Black Heart,James Quick,0.735,0.456,0.652,120.021,0.0994,0.0303
THAT BITCH,Bea Miller,0.626,0.738,0.778,162.132,0.0103,0.218
Graduation (with Juice WRLD),benny blanco,0.605,0.65,0.731,154.968,0.107,0.271
Over That,Emily Vaughn,0.553,0.429,0.805,107.009,0.222,0.0512
Yellow Hearts,Ant Saunders,0.713,0.399,0.866,129.047,0.117,0.0745
useless,RUFUS,0.486,0.342,0.808,91.987,0.111,0.0368
Deliriously Good,Rat City,0.792,0.842,0.609,100.078,0.0645,0.0419
Wild Girl,Kito,0.465,0.453,0.691,126.049,0.437,0.0906
Do You Ever?,Phil Good,0.764,0.554,0.769,104.058,0.526,0.0483
Be Fine (feat. Wafia),Ekali,0.439,0.675,0.51,180.094,0.199,0.145
Get Stüpid,bülow,0.613,0.797,0.843,109.973,0.202,0.0419
Back To You,Wells*,0.463,0.559,0.54,164.76,0.0498,0.041
Workin' On It,Meghan Trainor,0.321,0.466,0.631,135.817,0.482,0.0463
Sleepless,Chymes,0.505,0.459,0.84,132.983,0.104,0.147
Regulars,Allie X,0.521,0.667,0.732,114.966,0.032,0.0391
Straight From The Bottle,Terror Jr,0.536,0.478,0.782,95.073,0.375,0.0989
Margaret's Hymn,Deborah's Child,0.494,0.369,0.737,129.988,0.494,0.112
Kissing Other People,Lennon Stella,0.379,0.663,0.699,94.042,0.568,0.0891
Minute,Parson James,0.257,0.672,0.699,120.001,0.237,0.0548
Criminal,Grey,0.29,0.519,0.674,103.899,0.4,0.0451
So Good,Dove Cameron,0.356,0.634,0.714,95.093,0.289,0.0517
FUCK IT UP,Hearts & Colors,0.306,0.52,0.715,104.066,0.207,0.0413
Trippin',Becoming Young,0.831,0.493,0.832,114.034,0.056,0.0759
Sweettalk my Heart - Team Salut Remix,Tove Lo,0.58,0.716,0.76,111.004,0.0146,0.0445
Lovely,Fly By Midnight,0.393,0.715,0.548,159.924,0.143,0.0511
Sad Songs In The Summer,Olivia O'Brien,0.497,0.808,0.55,137.935,0.213,0.102
Born to Rule,Transviolet,0.475,0.834,0.555,169.955,0.0898,0.0397
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,0.447,0.825,0.626,93.004,0.0239,0.0544
Mean It,Lauv,0.336,0.45,0.746,95.998,0.0407,0.0872
Tokyo Drifting (with Denzel Curry),Glass Animals,0.412,0.496,0.708,128.914,0.0816,0.0496
Gold Jacket,Sam Tsui,0.252,0.544,0.652,129.932,0.0633,0.0558
Misery,Cashae,0.721,0.414,0.879,139.992,0.0483,0.107
4runner,prettyboyshav,0.609,0.642,0.636,125.006,0.00488,0.032
Crazy Stupid Bitch,Annika Grace,0.35,0.562,0.535,90.076,0.307,0.316
About Last Night,Kid Elliot,0.545,0.472,0.909,111.009,0.332,0.114
Unstoppable,AJ Mitchell,0.591,0.533,0.763,138.033,0.142,0.0598
Rolling Thunder,Yoshi Flower,0.482,0.673,0.757,107.178,0.0736,0.185
One Second,Josh Arce,0.808,0.722,0.673,123.952,0.152,0.122
Hotel Room,Lauren Sanderson,0.709,0.485,0.679,92.007,0.0164,0.0598
Your Call Is Important to Us,Oscar Louis,0.43,0.319,0.597,80.014,0.725,0.026
All I Do,ÊMIA,0.683,0.578,0.519,115.032,0.49,0.192
You Said,Olmos,0.543,0.664,0.574,74.946,0.169,0.274
Fuckboy,Dillistone,0.526,0.522,0.766,89.98,0.379,0.141
Glue,Lee Bowie,0.929,0.564,0.766,97.968,0.195,0.0273
The Climb,Miley Cyrus,0.299,0.602,0.336,161.01,0.0635,0.0325
Naturally,Selena Gomez & The Scene,0.875,0.902,0.605,132.612,0.0185,0.0511
S.O.S.,Jonas Brothers,0.701,0.696,0.587,137.087,0.000728,0.0677
Bad Romance,Lady Gaga,0.714,0.921,0.696,119.001,0.00314,0.0363
I Knew You Were Trouble.,Taylor Swift,0.679,0.469,0.622,77.019,0.00454,0.0363
Oops!...I Did It Again,Britney Spears,0.894,0.834,0.751,95.053,0.3,0.0437
Girlfriend,Avril Lavigne,0.67,0.959,0.56,163.983,0.000738,0.102
Want U Back,Cher Lloyd,0.573,0.893,0.696,97.954,0.0662,0.076
So What,P!nk,0.416,0.866,0.537,126.003,0.000308,0.0445
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.792,0.73,0.717,102.002,0.383,0.0568
A Thousand Miles,Vanessa Carlton,0.268,0.825,0.56,94.931,0.323,0.0379
Fight Song,Rachel Platten,0.33,0.714,0.564,175.924,0.0549,0.129
I'm Just a Kid,Simple Plan,0.422,0.834,0.527,110.065,0.00107,0.0447
Just the Girl,The Click Five,0.751,0.89,0.571,110.958,0.00509,0.0395
Misery Business,Paramore,0.731,0.906,0.517,172.977,0.00272,0.0735
La La Land,Demi Lovato,0.706,0.919,0.467,169.987,0.0149,0.069
Poker Face,Lady Gaga,0.787,0.806,0.851,118.999,0.118,0.0787
Slow Down,Selena Gomez,0.721,0.821,0.722,127.944,0.073,0.165
Gotta Go My Own Way,Melodyia Music,0.308,0.694,0.467,88.902,0.106,0.0297
Just Wanna Be With You - Original Version,High School Musical Cast,0.377,0.723,0.547,102.003,0.312,0.0323
Turn Up the Music,Adam Hicks,0.801,0.827,0.531,183.977,0.0957,0.081
The Boys Are Back - Original Version,High School Musical Cast,0.872,0.915,0.706,114.992,0.00742,0.0535
Breakaway,Kelly Clarkson,0.393,0.716,0.268,160.008,0.0421,0.0337
Our Song,Taylor Swift,0.575,0.659,0.667,89.128,0.113,0.0298
Mean,Taylor Swift,0.808,0.747,0.57,164.004,0.445,0.0426
What Makes You Beautiful,One Direction,0.888,0.787,0.726,124.989,0.009,0.0738
Fireflies,Owl City,0.461,0.661,0.513,180.118,0.0274,0.0439
Beautiful Girls,Sean Kingston,0.769,0.661,0.762,130.009,0.15,0.0687
"Hey, Soul Sister",Train,0.795,0.886,0.673,97.012,0.185,0.0431
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.796,0.795,0.646,89.99,0.0319,0.0976
I'm Yours,Jason Mraz,0.718,0.457,0.686,150.953,0.595,0.0468
She Will Be Loved - Radio Mix,Maroon 5,0.465,0.663,0.651,102.0,0.228,0.0281
The Lazy Song,Bruno Mars,0.949,0.804,0.738,174.943,0.332,0.0621
Dynamite,Taio Cruz,0.816,0.783,0.751,119.975,0.00379,0.0859
Blah Blah Blah (feat. 3OH!3),Kesha,0.519,0.836,0.752,120.003,0.0843,0.115
Bubbly,Colbie Caillat,0.257,0.477,0.688,127.866,0.594,0.036
Heart Made Up On You,R5,0.739,0.779,0.749,118.936,0.0155,0.0337
Smile,R5,0.57,0.789,0.61,92.021,0.00221,0.0378
Hips Don't Lie (feat. Wyclef Jean),Shakira,0.756,0.824,0.778,100.024,0.284,0.0712
Somebody To You,The Vamps,0.896,0.818,0.526,171.957,0.0587,0.0358
Love The Way You Lie (Part II) - Pt. 2,Rihanna,0.413,0.833,0.472,166.271,0.297,0.162
Piano's On The Beach,Jacques Renault,0.917,0.731,0.534,100.064,0.00464,0.0303
The Less I Know The Better,Tame Impala,0.744,0.755,0.64,116.883,0.0138,0.0287
White Sky,Vampire Weekend,0.908,0.684,0.572,135.926,0.114,0.0649
Take on Me,a-ha,0.876,0.902,0.573,84.412,0.018,0.054
Funky Town,Lipps Inc.,0.342,0.63,0.906,122.458,0.000547,0.0575
99 Luftballons,Nena,0.587,0.438,0.466,193.1,0.089,0.0608
Lovefool - Radio Edit,The Cardigans,0.941,0.599,0.644,111.829,0.0443,0.029
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,0.765,0.969,0.822,128.007,0.259,0.0582
Dragostea Din Tei - Romanian Version,O-Zone,0.699,0.964,0.8,130.083,0.171,0.0416
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0.875,0.711,0.692,125.135,0.227,0.0317
Finally,CeCe Peniston,0.876,0.718,0.761,120.12,0.00459,0.0366
Virtual Insanity - Remastered,Jamiroquai,0.508,0.946,0.651,91.911,0.13,0.101
This Is America,Childish Gambino,0.549,0.463,0.854,120.024,0.117,0.137
The Bad Touch,Bloodhound Gang,0.969,0.747,0.827,122.984,0.00355,0.0377
TiK ToK,Kesha,0.735,0.832,0.755,120.032,0.0746,0.116
Irreplaceable,Beyoncé,0.509,0.694,0.447,175.868,0.0293,0.382
Just Can’t Get Enough,The Black Eyed Peas,0.262,0.628,0.659,94.05,0.186,0.179
Bumpy Ride,Mohombi,0.826,0.854,0.709,105.074,0.047,0.0399
Cha Cha Slide - Hardino Mix,DJ Casper,0.847,0.911,0.852,131.028,0.045,0.136
AM To PM,Christina Milian,0.861,0.876,0.87,104.985,0.145,0.117
Pompen,Kraantje Pappie,0.574,0.731,0.95,126.998,0.0248,0.199
Crazy In Love (feat. Jay-Z),Beyoncé,0.701,0.758,0.664,99.259,0.00238,0.21
DUELE EL CORAZON,Enrique Iglesias,0.846,0.904,0.724,90.999,0.0786,0.0966
Just Dance,Lady Gaga,0.745,0.739,0.822,118.992,0.0264,0.0311
Paparazzi,Lady Gaga,0.397,0.692,0.762,114.906,0.113,0.0438
Bad Romance,Lady Gaga,0.721,0.921,0.697,118.99,0.00305,0.0391
Alejandro,Lady Gaga,0.369,0.799,0.626,98.992,0.000358,0.046
Poker Face,Lady Gaga,0.775,0.806,0.851,119.002,0.12,0.0788
Umbrella,Rihanna,0.575,0.829,0.583,174.028,0.00864,0.134
In My Head,Jason Derulo,0.851,0.748,0.762,110.009,0.0266,0.033
Ai Se Eu Te Pego - Ao Vivo,Michel Teló,0.727,0.951,0.65,96.032,0.232,0.0729
Black Widow,Iggy Azalea,0.519,0.72,0.743,163.99,0.192,0.124
Watskeburt?!,De Jeugd Van Tegenwoordig,0.586,0.491,0.946,130.029,0.00521,0.231
Replay,Iyaz,0.195,0.751,0.706,91.031,0.173,0.0708
Habiba,Boef,0.771,0.813,0.898,126.986,0.113,0.306
The Way I Are,Timbaland,0.753,0.828,0.743,114.725,0.167,0.0692
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,0.96,0.768,0.845,100.0,0.00733,0.188
Trap Queen,Fetty Wap,0.817,0.873,0.746,148.075,0.0244,0.128
Hotline Bling,Drake,0.572,0.617,0.905,134.972,0.00287,0.0596
La La La,Naughty Boy,0.262,0.65,0.772,125.082,0.107,0.0306
I Follow Rivers (You Deep Sea Baby),Café Amargo,0.214,0.663,0.826,122.019,0.246,0.067
Nobody To Love - Radio Edit,Sigma,0.169,0.903,0.446,175.021,0.000484,0.0418
There is no other time,Klaxons,0.54,0.783,0.714,121.993,0.0928,0.0288
I Loved You (feat. Melissa Steel),Blonde,0.351,0.792,0.647,122.432,0.16,0.0504
My head is a Jungle - MK Remix [Radio Edit],Wankelmut,0.456,0.789,0.683,124.023,0.0864,0.0355
Every Single Piece - Radio Edit,Redondo,0.359,0.595,0.688,119.946,0.0107,0.0416
Freestyler,Bomfunk MC's,0.918,0.963,0.842,163.832,0.0297,0.114
Together - Extended Mix,The Magician,0.52,0.759,0.776,122.003,0.008,0.0458
Right Here,Jess Glynne,0.811,0.8,0.801,120.031,0.0329,0.0457
My Love,Route 94,0.729,0.595,0.818,119.99,0.00014,0.0515
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,0.488,0.729,0.793,121.972,0.08,0.0394
I Wanna Feel - Radio Edit,Secondcity,0.804,0.896,0.692,121.999,0.0764,0.0637
We Can Only Live Today (Puppy) - Original,Netsky,0.809,0.8,0.671,127.961,0.0843,0.0882
Make Luv,Room 5,0.657,0.887,0.882,124.81,0.0112,0.116
Intoxicated - Original Mix,Martin Solveig,0.635,0.877,0.804,124.992,0.00178,0.0609
Say Something - Zac Samuel Remix,Karen Harding,0.707,0.676,0.697,119.988,0.0101,0.0412
The Party (This Is How We Do It) - Radio Edit,Joe Stone,0.623,0.925,0.688,123.984,0.1,0.0366
We Are Young (feat. Janelle Monáe),fun.,0.735,0.638,0.378,184.086,0.02,0.075
Lollipop,MIKA,0.892,0.621,0.714,96.007,0.0352,0.0641
Grace Kelly,MIKA,0.669,0.828,0.675,122.229,0.0242,0.0454
You Don't Know Me - Radio Edit,Jax Jones,0.682,0.669,0.876,124.007,0.163,0.138
Opposite Of Adults,Chiddy Bang,0.622,0.89,0.677,96.009,0.0123,0.159
Adventure of a Lifetime,Coldplay,0.529,0.924,0.638,111.995,0.00205,0.0359
Rather Be (feat. Jess Glynne),Clean Bandit,0.549,0.586,0.799,120.97,0.162,0.0377
Blurred Lines,Robin Thicke,0.863,0.503,0.862,119.998,0.00453,0.0494
Hymn for the Weekend,Coldplay,0.363,0.743,0.49,89.974,0.255,0.0409
I Feel It Coming,The Weeknd,0.585,0.819,0.773,92.99,0.426,0.118
Paradise,Coldplay,0.203,0.585,0.449,139.627,0.0522,0.0268
How Long,Charlie Puth,0.779,0.581,0.849,110.008,0.189,0.0767
Swimming Pools (Drank),Kendrick Lamar,0.203,0.446,0.656,74.543,0.00695,0.265
Liquor Locker,Vic Mensa,0.485,0.437,0.559,79.806,0.0542,0.149
HUMBLE.,Kendrick Lamar,0.423,0.625,0.906,150.018,0.000243,0.0903
Tiimmy Turner,Desiigner,0.293,0.723,0.602,122.812,0.168,0.0405
Oh My Darling Don't Cry,Run The Jewels,0.323,0.589,0.525,104.608,0.0172,0.296
Probleemkind,Esko,0.326,0.562,0.726,150.074,0.522,0.107
Krantenwijk,Lil Kleine,0.816,0.794,0.929,120.002,0.51,0.122
ELEMENT.,Kendrick Lamar,0.459,0.686,0.73,189.889,0.219,0.491
King Kunta,Kendrick Lamar,0.489,0.657,0.884,107.059,0.00589,0.0977
Boogie Wonderland,Mr. Belt & Wezol,0.717,0.891,0.724,124.061,0.00448,0.047
Make U Love Me,Tujamo,0.31,0.89,0.718,124.943,0.139,0.144
Heads Will Roll,Yeah Yeah Yeahs,0.791,0.903,0.562,132.009,0.000187,0.0296
Elastic Heart,Sia,0.499,0.791,0.421,130.075,0.0117,0.0496
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,0.559,0.676,0.821,119.012,0.187,0.0547
Pompeii,Bastille,0.571,0.715,0.679,127.435,0.0755,0.0407
Ain't Nobody (Loves Me Better),Felix Jaehn,0.471,0.567,0.768,117.974,0.66,0.0312
Get Free (feat. Amber Coffman),Major Lazer,0.802,0.538,0.525,175.953,0.14,0.0783
Feel It Still,Portugal. The Man,0.771,0.798,0.78,78.969,0.0406,0.0613
Rhyme Or Reason,Eminem,0.643,0.832,0.854,116.957,0.146,0.247
Love Game,Eminem,0.687,0.942,0.778,105.517,0.355,0.178
Stressed Out,Twenty One Pilots,0.648,0.637,0.734,169.977,0.0462,0.141
Rain Or Shine,Young Fathers,0.106,0.891,0.646,142.024,0.00445,0.0433
IDGAF,Dua Lipa,0.51,0.544,0.836,97.028,0.0403,0.0943
Drag Me Down,One Direction,0.595,0.703,0.73,138.113,0.109,0.0369
There's Nothing Holdin' Me Back,Shawn Mendes,0.969,0.813,0.866,121.998,0.38,0.0554
I Like Me Better,Lauv,0.419,0.505,0.752,91.97,0.535,0.253
Attention,Charlie Puth,0.797,0.613,0.775,100.066,0.109,0.0542
Look What You Made Me Do,Taylor Swift,0.506,0.709,0.766,128.07,0.204,0.123
Lips Are Movin,Meghan Trainor,0.95,0.825,0.775,139.091,0.0506,0.0464
Fancy,Iggy Azalea,0.377,0.716,0.912,94.981,0.0904,0.0697
Big Plans,Why Don't We,0.651,0.604,0.693,75.014,0.0668,0.0427
That's What I Like,Bruno Mars,0.86,0.56,0.853,134.066,0.013,0.0406
My My My!,Troye Sivan,0.482,0.458,0.701,102.967,0.00407,0.0836
High Hopes,Panic! At The Disco,0.681,0.904,0.579,82.014,0.193,0.0618
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,0.645,0.53,0.683,75.016,0.207,0.142
Young Dumb & Broke,Khalid,0.394,0.539,0.798,136.949,0.199,0.0421
Green Light,Lorde,0.253,0.721,0.594,128.942,0.0209,0.0957
Cool Kids,Echosmith,0.786,0.671,0.719,130.027,0.0372,0.0336
ILYSB,LANY,0.459,0.627,0.623,100.04,0.603,0.0518
I Don't Wanna Love You Anymore,LANY,0.5,0.622,0.704,104.984,0.338,0.0404
She Looks So Perfect,5 Seconds of Summer,0.441,0.951,0.494,160.025,0.000569,0.132
Dance To This (feat. Ariana Grande),Troye Sivan,0.712,0.756,0.736,117.016,0.00632,0.047
I'm a Mess - Acoustic,Bebe Rexha,0.811,0.406,0.748,100.034,0.685,0.035
Firework,Katy Perry,0.648,0.832,0.638,124.071,0.141,0.049
California Gurls,Katy Perry,0.425,0.754,0.791,125.014,0.00446,0.0569
Déjà Vu,Katy Perry,0.165,0.607,0.636,120.063,0.318,0.064
Save As Draft,Katy Perry,0.0519,0.565,0.59,131.76,0.348,0.0484
Miami,Nicki Minaj,0.723,0.54,0.874,156.941,0.217,0.417
Bon appétit,Katy Perry,0.524,0.794,0.799,106.031,0.13,0.0628
Chained To The Rhythm,Katy Perry,0.474,0.8,0.446,189.89,0.0814,0.174
Witness,Katy Perry,0.122,0.614,0.569,119.764,0.0356,0.0566
Miss You More,Katy Perry,0.262,0.48,0.58,123.801,0.223,0.0321
Act My Age,Katy Perry,0.622,0.793,0.687,112.057,0.00708,0.0895
Chun-Li,Nicki Minaj,0.478,0.729,0.69,128.96,0.276,0.372
Hey Hey Hey,Katy Perry,0.485,0.703,0.652,134.066,0.0516,0.0994
Youth feat. Khalid,Shawn Mendes,0.326,0.596,0.518,100.28,0.569,0.124
Poison,Rita Ora,0.431,0.738,0.579,124.023,0.0821,0.0542
God is a woman,Ariana Grande,0.28,0.658,0.602,145.084,0.0233,0.055
sweetener,Ariana Grande,0.464,0.461,0.722,119.91,0.256,0.0319
no tears left to cry,Ariana Grande,0.361,0.713,0.701,121.934,0.04,0.0547
goodnight n go,Ariana Grande,0.24,0.453,0.694,110.909,0.0213,0.0397
successful,Ariana Grande,0.737,0.601,0.848,114.045,0.107,0.0399
7 rings,Ariana Grande,0.319,0.321,0.725,70.142,0.578,0.323
R.E.M,Ariana Grande,0.622,0.485,0.831,80.022,0.375,0.15
Gorgeous,Taylor Swift,0.451,0.535,0.8,92.027,0.0713,0.135
R.E.M,Ariana Grande,0.627,0.485,0.831,80.02,0.391,0.151
pete davidson,Ariana Grande,0.304,0.312,0.654,119.9,0.429,0.0508
raindrops (an angel cried),Ariana Grande,0.431,0.231,0.336,168.724,0.943,0.0493
NASA,Ariana Grande,0.47,0.458,0.747,75.029,0.451,0.303
ghostin,Ariana Grande,0.11,0.364,0.287,103.777,0.418,0.0306
"break up with your girlfriend, i'm bored",Ariana Grande,0.335,0.554,0.726,169.999,0.0421,0.0917
imagine,Ariana Grande,0.371,0.475,0.729,62.52,0.378,0.0364
Mercy,Shawn Mendes,0.4,0.686,0.568,148.294,0.133,0.0903
LLC,Nicki Minaj,0.809,0.756,0.835,153.988,0.0523,0.123
sweetener,Ariana Grande,0.46,0.459,0.721,119.914,0.248,0.032
the light is coming (feat. Nicki Minaj),Ariana Grande,0.702,0.55,0.876,99.046,0.0126,0.161
get well soon,Ariana Grande,0.531,0.45,0.604,100.347,0.651,0.0354
Can't Stop Singing,Ross Lynch,0.777,0.69,0.513,96.881,0.51,0.0341
Falling for Ya,Jordan Fisher,0.707,0.858,0.628,170.049,0.154,0.184
"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Demi Lovato,0.699,0.849,0.637,120.052,0.0793,0.0957
Not A Love Song,Austin Moon,0.72,0.797,0.534,179.981,0.00216,0.145
Me and You,Laura Marano,0.735,0.962,0.423,199.972,0.0488,0.164
Really Don't Care,Demi Lovato,0.851,0.728,0.706,121.017,0.123,0.0852
Steal My Girl,One Direction,0.545,0.768,0.536,77.217,0.00433,0.0347
Come & Get It,Selena Gomez,0.573,0.787,0.546,79.979,0.0101,0.0517
Eyes Wide Open,Sabrina Carpenter,0.353,0.641,0.584,88.033,0.00435,0.0284
Watch Me,Bella Thorne,0.638,0.707,0.713,124.984,0.00219,0.0715
"Something Real - From ""How to Build a Better Boy""",China Anne McClain,0.612,0.85,0.631,127.983,0.0206,0.0375
Breaking Free,Melodyia Music,0.338,0.594,0.581,107.942,0.0382,0.0381
Starstruck,Christopher Wilde,0.801,0.8,0.555,174.007,0.0353,0.0776
7 Things - Single Version,Miley Cyrus,0.542,0.903,0.59,107.023,0.0232,0.0363
Did I Mention,Jeff Lewis,0.968,0.877,0.691,161.935,0.0393,0.159
TTYLXOX,Bella Thorne,0.671,0.683,0.819,112.007,0.00291,0.156
Nobody's Perfect,Hannah Montana,0.793,0.977,0.594,131.976,0.0597,0.0646
"Bet On It - From ""High School Musical 2""/Soundtrack Version",Troy,0.439,0.67,0.812,137.038,0.0218,0.0565
"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version",Troy,0.475,0.759,0.601,102.006,0.358,0.0452
Surf Crazy,Spencer Lee,0.678,0.953,0.426,169.93,0.155,0.106
"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",Ross Lynch,0.781,0.911,0.585,163.933,0.0263,0.119
Like Me,Maia Mitchell,0.715,0.874,0.735,126.053,0.229,0.035
Meant to Be,Ross Lynch,0.631,0.698,0.588,125.004,0.195,0.0415
Surf Crazy Finale,Teen Beach Movie Cast,0.539,0.96,0.369,169.991,0.0663,0.131
"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,0.916,0.944,0.61,150.056,0.00533,0.135
"Shake It Up - From ""Shake It Up""",Selena Gomez,0.797,0.782,0.724,128.01,0.0368,0.0334
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,0.676,0.496,0.513,113.072,0.46,0.0511
A Night to Remember - Original Version,High School Musical Cast,0.966,0.904,0.798,135.008,0.0747,0.0476
"I Don't Dance - From ""High School Musical 2""/Soundtrack Version",CHAD,0.682,0.88,0.804,104.111,0.00317,0.0933
What I've Been Looking For,Ashley Tisdale,0.485,0.898,0.615,140.117,0.0971,0.0416
Rock Star,Hannah Montana,0.626,0.945,0.482,160.792,0.00436,0.124
"Fabulous - From ""High School Musical 2""/Soundtrack Version",Sharpay Evans,0.703,0.761,0.827,131.996,0.233,0.138
"This is Our Song - From ""Camp Rock 2: The Final Jam""",Demi Lovato,0.393,0.611,0.356,129.385,0.0892,0.0357
Something About the Sunshine,Anna Margaret,0.763,0.797,0.692,125.023,0.0863,0.0439
Too Much,Zendaya,0.605,0.969,0.755,107.036,0.203,0.193
Start of Something New,Melodyia Music,0.198,0.733,0.658,103.969,0.327,0.0315
Dear Future Husband,Meghan Trainor,0.832,0.782,0.655,79.427,0.375,0.185
Worldwide,Big Time Rush,0.617,0.771,0.531,159.973,0.0735,0.0468
Breakout,Margaret Durante,0.5,0.805,0.833,114.996,0.0523,0.0851
Make Your Mark,Drew Ryan Scott,0.598,0.853,0.588,125.007,0.000778,0.0505
BAMM,Milo Manheim,0.394,0.871,0.757,124.05,0.000753,0.0362
Shades,Christopher Wilde,0.58,0.786,0.822,114.95,0.000757,0.117
New Boyfriend,Anna Margaret,0.951,0.891,0.855,105.007,0.0148,0.0356
Make a Movie,Jasmine Sagginario,0.854,0.662,0.692,119.913,0.355,0.0393
Nothing’s Gonna Stop Me Now,Olivia Holt,0.335,0.889,0.613,131.936,0.0192,0.055
